Timestamp,Value,Category
2022/5/20 13:10,42164.7084,0
2022/5/21 11:33,42164.7841,0
2022/5/22 20:09,42164.8842,0
2022/5/23 20:23,42164.9548,0
2022/5/24 20:39,42165.0232,0
2022/5/25 14:01,42165.072,0
2022/5/26 15:33,42165.1458,0
2022/5/27 9:51,42165.2032,0
2022/5/28 12:00,42165.2865,0
2022/5/29 15:51,42165.3801,0
2022/5/30 21:55,42165.4917,0
2022/5/31 23:09,42165.5932,0
2022/6/1 20:45,42165.684,3
2022/6/2 16:14,42165.7704,3
2022/6/3 10:05,42165.8536,3
2022/6/5 6:12,42163.5927,3
2022/6/6 6:25,42163.6465,3
2022/6/7 12:04,42163.8722,3
2022/6/8 22:01,42164.085,0
2022/6/9 11:47,42164.1702,0
2022/6/10 11:19,42164.3157,0
2022/6/11 4:24,42164.4197,0
2022/6/12 12:25,42164.6027,0
2022/6/13 14:09,42164.7398,0
2022/6/14 19:21,42164.8805,0
2022/6/15 23:47,42165.0008,0
2022/6/19 13:22,42165.2907,0
2022/6/20 18:17,42165.37,0
2022/6/21 9:47,42165.4118,0
2022/6/22 13:47,42165.4875,0
2022/6/23 11:43,42165.5503,0
2022/6/24 8:23,42165.6151,0
2022/6/26 14:12,42165.7945,0
2022/6/27 12:09,42165.8789,0
2022/6/28 12:16,42165.9759,0
2022/6/29 13:22,42166.0832,0
2022/6/30 14:19,42166.1971,3
2022/7/1 13:08,42166.307,3
2022/7/2 10:58,42166.4191,3
2022/7/3 12:48,42163.1226,3
2022/7/4 12:01,42163.2653,3
2022/7/5 13:23,42163.4214,3
2022/7/6 11:24,42163.5546,0
2022/7/7 13:14,42163.7155,0
2022/7/8 12:00,42163.8537,0
2022/7/9 13:32,42164.0054,0
2022/7/10 15:26,42164.15,0
2022/7/11 11:57,42164.2551,0
2022/7/12 12:04,42164.3715,0
2022/7/13 13:21,42164.4822,0
2022/7/14 12:17,42164.5736,0
2022/7/15 14:12,42164.665,0
2022/7/16 10:46,42164.732,0
2022/7/17 12:36,42164.8077,0
2022/7/18 19:36,42164.8904,0
2022/7/19 11:06,42164.9316,0
2022/7/20 12:22,42164.9983,0
2022/7/21 10:31,42165.0611,0
2022/7/22 4:40,42165.1202,0
2022/7/23 11:31,42165.2161,0
2022/7/24 11:57,42165.3044,0
2022/7/25 18:38,42165.4253,0
2022/7/26 19:22,42165.5312,0
